,title,author,description,actual_price,prev_price,pages,year,language,publisher,image
20,Twisted 4. Twisted Lies,"Huang, Ana","Descripción



Disfruta con la última entrega de la serie MÁS apasionada.Él hará lo que sea para tenerla... incluido mentir. Encantador, peligroso y lo suficientemente inteligente como para ocultarlo, a Christian Harper le resulta poco útil la moral y aún menos el amor, pero no puede negar la extraña atracción que siente hacia la mujer que vive justo un piso debajo de él. Ella es el objeto de sus deseos más oscuros, el único rompecabezas que no puede resolver. Y cuando surge la oportunidad de acercarse a ella, rompe sus propias reglas para ofrecerle un trato imposible de rechazar. Todos tenemos un punto débil. Ella es el suyo. Su obsesión. Su adicción. Su única excepción. Dulce, tímida e introvertida a pesar de su fama en las redes sociales, Stella Alonso es una romántica que mantiene su corazón a buen recaudo. Entre sus dos trabajos, tiene poco tiempo y ninguna gana de iniciar una relación. Pero cuando una amenaza del pasado la lleva a los brazos (y a la casa) del hombre más peligroso que jamás haya conocido, caerá en la tentación de permitirse sentir algo por primera vez en mucho tiempo. Porque, a pesar de la naturaleza fría de Christian, él la hace sentir completa cuando están juntos. Apasionada. Protegida. Anhelada. El suyo es un amor amenazado por mentiras y secretos... y cuando las verdades por fin salgan a la luz, podrían destrozarlo todo.

Ver más
Ver menos","17,05€","17,95€",720,2024,Español,Crossbooks,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw3948ddc5/images/large/1475983.66.jpg?sw=740
21,Million reasons 1,"Espígol Aguilera, Judith","Descripción



La Jody acaba d'arribar al nou institut de Miami Beach, i de seguida s'enfronta a la líder de les animadores, la Candice, i al seu xicot, el Cameron, el guaperes de l'institut, que té molt mal caràcter. Tots dos la tracten molt malament, sense un motiu aparent. Ben aviat, però, entre en Cameron i la Jody comencen a saltar espurnes, i contra tot pronòstic enceten una relació tempestuosa, que empitjora encara més la reacció de la Candice. Quina és la raó de tanta hostilitat? Per què en Cameron canvia tan fàcilment d'humor? Quin misteri del passat els persegueix? De mica en mica la Jody s'adonarà de qui són realment els seus amics i haurà de prendre una decisió sobre el seu futur, encara que li costi.

Ver más
Ver menos","17,05€","17,95€",640,2023,Catalán,Fanbooks,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw0f48fc27/images/large/1429585.50.jpg?sw=740
22,My reason,"Espígol Aguilera, Judith","Descripción



L'esperat desenllaç de la trilogia Million reasons, la novel·la en català més llegida a Wattpad!La Jody, amb en Cameron, els seus amics i la seva família, es preparen per al judici en què es jutjarà l'intent de violació i l'agressió sexual que va patir ella a mans d'un cantant famós. Alhora, la noia intenta recuperar la normalitat i reprendre la seva vida al costat del seu xicot. Les coses, però, mai no són fàcils ni surten com ens agradaria... 

Ver más
Ver menos","17,05€","17,95€",640,2023,Catalán,Fanbooks,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw9f3e450f/images/large/1464049.42.jpg?sw=740
23,Culpa mía (Culpables 1),"Ron, Mercedes","Descripción



DESCUBRE LA SAGA QUE HA INSPIRADO LA PELÍCULA #CulpaMía «La mejor historia de amor que he leído en mi vida.», «Me atrapó con cada palabra.», «¡Me quedé leyendo hasta las 5 de la madrugada!», «Lo mejor que he leído en mucho tiempo.», «Nick es un gran personaje, ¡ojalá fuera real!», «Mercedes Ron no ha creado una historia: ha creado magia.»(La opinión de los lectores)Nicholas Leister ha sido creado para amargarme la vida. Alto, ojos azules, pelo negro como la noche... Suena genial ¿verdad? Pues no tanto cuando te enteras de que va a ser tu hermanastro y además representa todo de lo que has estado huyendo desde que tienes uso de razón. Peligro fue lo primero que me vino a la cabeza cuando lo conocí y descubrí que mantiene una doble vida oculta de su padre multimillonario.¿Cómo terminé cayendo en sus redes? Fácil: con esos ojos es capaz de poner tu mundo patas arriba.En los blogs...«Una historia apasionante con una protagonista fuerte, decidida, independiente y escenas muy tiernas y conmovedoras que me han conquistado. Este libro es impresionante.»Blog Entre metáforas «Atrapa por su increíble narración, sus potentes protagonistas y su atrayente historia.»Blog El rincón de Leyna «Una historia totalmente preciosa que sienta las bases de una grandísima trilogía.»Blog It's time to magic«No te puedes despegar hasta que no lees el último párrafo y piensas ¿cuándo saldrá la segunda parte?»Blog de Laure Ever «Un libro adictivo y que se lee de un tirón. Primera parte de una trilogía queestoy deseando continuar. Súper recomendado para las que les gusta el New Adult.»Blog El desván de las mil y un «Desde el momento que empecé la primera hoja, me atrapó tanto la historia que no pude dejar de leerla hasta el final. El primer libro de una trilogía que estoy deseando continuar no os va decepcionar en absoluto.»Blog Words of Books«Creedme cuando os digo que es una historia muy diferente, innovadora, que todo empieza de una manera muy distinta a otros libros... Es genial y ya.»Blog Los mundos de blue «Me ha gustado mucho. Es inesperado, peligroso y trepidante... Una historia que crea adicción desde la primera hasta la última página. Con unos personajes alocados y muy característicos, una trama envolvente y unos giros de vértigo.»Blog Viajando a otros mundos

Ver más
Ver menos","10,40€","10,95€",448,2020,Español,B de Bolsillo,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwf90907c2/images/large/1335591.48.jpg?sw=740
24,"Salvador Puig Antich, cas obert","Panyella Ferreres, Jordi","Descripción



EDICIÓ COMMEMORATIVA, REVISADA: EL LLIBRE DEFINITIU SOBRE EL CAS PUIG ANTICH. TOTS ELS TESTIMONIS EXPLIQUEN TOTA LA VERITAT.   Salvador Puig Antich va ser executat el 2 de març de 1974, ARA FA CINQUANTA ANYS. Amb l'ajusticiament culminava un procés judicial que va ser una gran farsa i on es va negar a Puig Antich el més elemental dret de defensa. La manipulació del cas va arribar fins al punt que la justícia militar va permetre a la policia franquista alterar el contingut del sumari fent desaparèixer documents, proves de càrrec que exculpaven l'acusat. Aquesta és una de les colpidores revelacions que el periodista Jordi Panyella fa després de furgar en el sumari original i entrevistar- se amb desenes de testimonis directes dels fets, alguns dels quals han acceptat parlar per primer cop en aquest llibre trencant un silenci de dècades. Aquestes noves i irrefutables proves obliguen a enlairar un clam contra la injustícia i a demanar la reobertura del procés, denegada dues vegades pel Tribunal Suprem d'Espanya, i fan de _Salvador Puig Antich, cas obert_ un llibre moralment necessari per a la cultura democràtica del país.

Ver más
Ver menos","18,52€","19,50€",464,2024,Catalán,Angle,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwf76332ac/images/large/1478953.62.jpg?sw=740
25,El hombre en busca de sentido,"Frankl, Viktor E.","Descripción



El doctor Frankl, psiquiatra y escritor, suele preguntar a sus pacientes aquejados de múltiples padecimientos: «¿Por qué no se suicida usted? Y muchas veces, de las respuestas extrae una orientación para la psicoterapia a aplicar: a éste, lo que le ata a la vida son los hijos, al otro, un talento, una habilidad sin explotar, a un tercero, quizás, sólo unos cuantos recuerdos que merece la pena rescatar del olvido. Tejer estas tenues hebras de vidas rotas en una urdimbre firme, coherente, significativa y responsable es el objeto con que se enfrenta la logoterapia. En esta obra, Viktor E. Frankl explica la experiencia que le llevó al descubrimiento de la logoterapia. Prisionero, durante mucho tiempo, en los desalmados campos de concentración, él mismo sintió en su propio ser lo que significaba una existencia desnuda. ¿Cómo pudo él que todo lo había perdido, que había visto destruir todo lo que valía la pena, que padeció hambre, frío, brutalidades sin fin, que tantas veces estuvo a punto del exterminio, cómo pudo aceptar que la vida fuera digna de vivirla? El psiquiatra que personalmente ha tenido que enfrentarse a tales rigores merece que se le escuche, pues nadie como él para juzgar nuestra condición humana sabia y compasivamente. Las palabras del doctor Frankl alcanzan un temple sorprendentemente esperanzador sobre la capacidad humana de trascender sus dificultades y descubrir la verdad conveniente y orientadora.

Ver más
Ver menos","12,25€","12,90€",168,2015,Español,Herder,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw822d2222/images/large/26456.54.jpg?sw=740
26,BLACKWATER II. El dic,"McDowell, Michael","Descripción



Descobreix el segon volum de la saga Blackwater. Una saga matriarcal. Dones poderoses que lluiten pel poder durant generacions. Una atmosfera única per a una lectura addictiva. Un retrat realista amb tocs sobrenaturals. Escriptura magistral i visual en un ambiciós projecte entre el pulp i l'HBO.«Michael McDowell: el meu amic, el meu mestre. Fascinant, aterrador, simplement genial. El millor de tots nosaltres.» STEPHEN KING «Una sabia combinació entre Dumas i Lovecraft. Un creuament entre Stephen King i Gabriel García Márquez. Despiadadament addictiu.» ROBERT SHAPLEN, THE NEW YORK TIMES Les aigües fosques i glaçades del riu Blackwater inunden Perdido, un petit poble al sud d'Alabama. Allà, els Caskey, un clan de rics terratinents, intenten fer front als danys causats per la riuada. Liderats per la Mary-Love, l'omnipotent matriarca, i l'Òscar, el seu fill obedient, els Caskey treballen per refer-se i protegir la seva fortuna. Però no compten amb l'aparició de la misteriosa Elinor Dammert. Una jove bonica però molt parca en paraules que només sembla tenir un objectiu: apropar-se als Caskey costi el que costi.

Ver más
Ver menos","9,40€","9,90€",272,2024,Catalán,Blackie Books,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw6f5c8c4a/images/large/1479806.56.jpg?sw=740
27,Cuando seamos sueños de papel,"Ibáñez, Pol","Descripción



¿Y si el amor de tu vida está más cerca de lo que crees?Kei está desesperado. Se ha comprometido a trabajar en una parada de Sant Jordi con su madre. Odia los libros, para él solo son un montón de hojas de papel sin ningún sentido. Aidé sigue creyendo en aquellos sueños de papel de los que le habló su abuela. Le encanta perderse entre los puestos repletos de libros en un día tan especial para Barcelona, pero lo último que espera es encontrarse con un italiano engreído que vuelve a despertarle sentimientos enterrados en su piel. Kei y Aidé no están dispuestos a entenderse, pero el destino hará de las suyas y convertirá su historia en la más bonita de Sant Jordi.

Ver más
Ver menos","18,00€","18,95€",512,2024,Español,Crossbooks,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw4c615828/images/large/1476001.61.jpg?sw=740
28,Tu cerebro tiene hambre,"García, Boticaria","Descripción



El libro definitivo sobre la obesidad, el adelgazamiento, las nuevas dietas y los mecanismos para controlar y distinguir los distintos tipos de hambre La gran divulgadora Marián García (Boticaria García) llega a la editorial Planeta con dos retos: acabar con los mitos y prejuicios sobre la obesidad, y proponer cinco grandes cambios vitales para reconciliarnos con la grasa.  Tu cerebro tiene hambre quita culpas a las personas obesas abordando el adelgazamiento desde un territorio divulgativo y divertido. Para ello, la autora recurre a los mejores endocrinos del país y los últimos estudios científicos internacionales para explicar qué es la grasa, cómo se comporta y cómo podemos convertirla en nuestra aliada. Y todo con el estilo que la caracteriza, poniendo el humor al servicio de la evidencia científica más rigurosa. Aquí se habla del cerebro, las hormonas, los procesos mentales que nos llevan al consumo compulsivo, el famoso plato de Harvard y, sobre todo, de quitar culpas por tener sobrepeso.

Ver más
Ver menos","18,90€","19,90€",360,2024,Español,Planeta,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwe75bf5d5/images/large/1473290.53.jpg?sw=740
29,10.000 milles per trobar-te (Bali 2),"Ron, Mercedes","Descripción



Mercedes Ron, autora de Culpa mía. Més de 1.500.000 de lectores.La bilogia Bali arriba al final amb 10.000 milles per trobar-te. Descobreix el desenllaç de 30 sunsets per enamorar-te.Hi ha històries d'amor que no tenen bitllet de tornada.

Ver más
Ver menos","18,00€","18,95€",448,2023,Catalán,Montena,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw02df59e3/images/large/1460002.63.jpg?sw=740
30,El futur de la humanitat,Eudald Carbonell,"Descripción



Necessitem repensar-nos com a humanitat i generar un consens d'espècie per decidir el que hem de fer per a sobreviure.La humanitat està arribant a un punt de no retorn. La nostra forma de viure està portant el món al límit i només tenim dues opcions: o ens repensem i ens humanitzem o ens extingirem. Encara hi som a temps, però no hi ha temps per perdre i no serà possible sobreviure sense fer canvis profunds en la forma de pensar, de relacionar-nos i de viure.Aquest llibre ens fa deu propostes per evolucionar com a espècie i poder-ho aconseguir, des d'aturar en sec la globalització de l'espècie fins a socialitzar la tecnologia passant per aconseguir una individualitat col·lectiva.

Ver más
Ver menos","17,57€","18,50€",180,2022,Catalán,Ara Llibres,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwce3b9efc/images/large/1412885.71.jpg?sw=740
31,Antes de diciembre (edición revisada por la autora) (Meses a tu lado 1),"Marcús, Joana","Descripción



Una historia de amor y pasión con una cuenta atrás. Todo acabará Antes de diciembre.   Una de las historias de amor más adictivas de Wattpad. Para Jenna Brown, su primer año en la Universidad suponía alejarse de su familia y sus amigos y enfrentarse al mundo por primera vez en su vida. Su novio le había dejado claras sus intenciones: a partir de ese momento, tenían una relación a distancia y abierta. Ambos podían hacer lo que quisieran porque sabían que se querían el uno al otro. Así que no pasaba nada si no dejaba de acercarse al mejor amigo del novio de su compañera de habitación, ¿no? De todos modos, ¿qué importaba si estaba con él en ausencia de su novio? Todo volvería a la normalidad en diciembre. ¿Cambiaría algo? Tenía hasta entonces para descubrirlo.

Ver más
Ver menos","17,05€","17,95€",496,2021,Español,Montena,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw45cf8d24/images/large/1375393.66.jpg?sw=740
32,Casa de llama y sombra (Ciudad Medialuna 3),"Maas, Sarah J.","Descripción



La nueva entrega de la saga best seller de la autora internacional de fantasía más leída. ¡Entra en el universo de Sarah J Maas! Un mundo en la oscuridad. Una chispa ardiente. Un fulgor de las estrellas. Bryce Quinlan nunca esperó ver otro mundo diferente a Midgard, pero, ahora que lo ha hecho, lo único que quiere es regresar a su hogar. Todo lo que ama está en Midgard: su familia, sus amigos, su pareja. Atrapada en un mundo extraño, necesitará hacer acopio de todo su ingenio para poder volver a casa... y no será una tarea fácil, porque no tiene ni idea de en quién puede confiar. Hunt Athalar se ha visto envuelto en bastantes líos a lo largo de su vida, pero este podría ser el más complicado. Después de conseguir todo lo que siempre quiso, ahora está de nuevo encerrado en los calabozos de los Asteri, sin conocer el paradero de Bryce. Está desesperado por ayudarla, pero mientras no pueda escapar del yugo de los Asteri, tiene las manos atadas. Literalmente. En esta atractiva y emocionante secuela de Casa de tierra y sangre y Casa de cielo y aliento, la serie de Ciudad Medialuna alcanza un nuevo clímax.SOBRE CIUDAD MEDIALUNA ''Un torbellino lleno de suspenso que te sorprende en cada vuelta''. Entertainment Weekly ''Tierna, divertida... candente y satisfactoria''. Laurell K. Hamilton, autora best seller #1 del The New York Times ''Una clase maestra en aventuras y construcción de mundos. No te la puedes perder''. Charlaine Harris, autora best seller #1 del The New York Times''¡Casa de tierra y sangre cambió el juego! Una lectura obligatoria''. J. R. Ward, autor best seller #1 del The New York Times ''Un romance de fantasía urbana lleno de acción que no podrás soltar. Los lectores van a devorarlo''. Booklist, reseña estrella ''Una historia ricamente imaginada, aderezada con un humor mordaz y un romance ardiente''. Publishers Weekly ''Todos los elementos fantásticos, personajes coloridos, romance ardiente y una trama de llena de acción que buscan los lectores de Maas''. Booklist, review estrella

Ver más
Ver menos","20,85€","21,95€",856,2024,Español,Alfaguara,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw0805d9e2/images/large/1474854.59.jpg?sw=740
33,Els jocs de la fam I,"Collins, Suzanne","Descripción



Podries sobreviure tot sol, en un món salvatge, on tothom farà el possible perquè no tornis a veure la llum del dia? Vint-i-quatre adolescents forçats a jugar. Només un guanyador. Els Jocs de la Fam han començat.... ?Una novel·la que manté un suspens constant i que provocarà molta controvèrsia.?.á Stephen King ?Estava tan obsessionada amb el llibre que me l?havia d?emportar quan sortia a sopar i amagar-lo sota la taula per no parar de llegir.?. Stephenie Meyer

Ver más
Ver menos","14,15€","14,90€",400,,Catalán,Fanbooks,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwe47e6f93/images/large/1052799.89.jpg?sw=740
34,10.000 millas para encontrarte (Bali 2),"Ron, Mercedes","Descripción



Mercedes Ron, autora de Culpa mía. Más de 1.500.000 lectoras.La bilogía Bali llega a su fin con 10.000 millas para encontrarte. Descubre el desenlace de 30 sunsets para enamorarte.Hay historias de amor que no tienen billete de vuelta.

Ver más
Ver menos","18,00€","18,95€",448,2023,Español,Montena,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw77011b17/images/large/1460001.78.jpg?sw=740
35,Cuinar el Mediterrani,"Roca, Joan","Descripción



El nou llibre de Joan Roca. Un homenatge a la cuina mediterrània.D'Algesires a Istanbul hi ha un mar que ha estat bressol de les grans civilitzacions del món antic i que reuneix actualment un patrimoni gastronòmic incomparable. La diversitat de les cuines dels pobles mediterranis és un reflex de la seva riquesa cultural, un tresor viu i immens que segueix en constant evolució i que volem convidar-te a descobrir. En aquest llibre trobaràs 80 receptes senzilles de tot l'arc mediterrani, una celebració dels sabors, les aromes, les elaboracions i les tècniques tradicionals del Mediterrani més autèntic i divers per preparar a casa i gaudir amb la família i els amics. Plats vegetals, de peix, de carn, per compartir i per menjar amb les mans, dolços i salats, que et portaran de viatge pel Mare Nostrum que tant estimem. Un homenatge a la cuina mediterrània de la mà d'un dels grans referents de la cuina mundial, Joan Roca, per gaudir a casa de la millor cuina del món, la mediterrània.

Ver más
Ver menos","22,70€","23,90€",312,2024,Catalán,Columna Edicions,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwd139707a/images/large/1476502.34.jpg?sw=740
